source_file,category,snippet,word_count,matched_keywords,regex_score
122530524.txt,RES,"medir, evaluar y controlar el riesgo financiero dentro de la empresa. Por la falta  de estrategias competitivas en cada uno de los procesos de la gestión de la  empresa, no se ha logrado los resultados esperados; y aún más las empresas no  han implementado la técnica de la cadena de valor para mejorar en forma  Comentario: Para Meza la mayoría de empresas están muy arraigadas  a aplicar los indicadores tradicionales en vez de aplicar instrumentos actuales  como el valor económico agregado, que es un indicador de medición de la  rentabilidad, y ese es uno de los motivos por lo que no se han tomado correctas  decisiones estratégicas. Las empresas de ensamblaje e instalación de  ascensores cuentan con una gestión de costos, pero no han establecido un  mecanismo estratégico ante un mercado competitivo, por ende han obtenido  resultados moderados y no han estado en constante crecimiento económico y  Valverde y Saldaña 2013, en su tesis para obtener el título  profesional de Contador Público, Universidad Privada Antenor Orrego,  Facultad de Ciencias Económicas, Escuela Profesional de Contabilidad,  titulada: Implementación de un Sistema de Costos por Ordenes Especificas  para la toma de decisiones en la empresa Oshiro y Valverde Ingenieros S.A.  de la ciudad de Trujillo periodo enero  febrero 2013, en la que concluye que  efectuado el diagnóstico de la empresa se ha comprobado que no cuenta con un  sistema de costos que le permita conocer con exactitud los costos incurridos en  los servicios prestados, y controlaban sus costos en base a presupuestos no  conciliados con los costos reales incurridos. El sistema de costos por órdenes  específicas propuesto se justifica por la utilización de los costos reales los  cuales permiten tomar decisiones apropiadas por la gerencia para la  Comentario: Para Valverde y Saldaña la implementación del sistema  de costos por órdenes específicas permite mejorar la toma de decisiones al  obtener información oportuna y real de los costos incurridos para la ejecución  de la obra. Los resultados obtenidos después de la implementación del sistema  de costos por órdenes específicos comparados con los resultados  presupuestados por la empresa nos demuestran que existían deficiencias en los  cálculos de los costos, con lo cual demostramos la incidencia que tienen los  mismos en la toma de decisiones. Dado los resultados obtenidos se recomienda  implementar el área de costos dentro del departamento de contabilidad con el  diseño del sistema de costos por órdenes específicas, para establecer  herramientas que sirvan de ayuda en la toma de decisiones gerenciales.  Barboza y Piminchumo 2014, en su tesis para optar el título  profesional de Contador Público, Universidad Privada Antenor Orrego,  Facultad de Ciencias Económicas, Escuela Profesional de Contabilidad,  titulada: Los presupuestos de Obra y su incidencia en los costos de",446,"resultados, los resultados obtenidos",5
122530524.txt,CONC,"Con respecto al adecuado control de los gastos incurridos, el 55 indica que  algunas veces, el 30 indica que casi siempre, el 10 indica que siempre, y el  5 indica que nunca hay un adecuado control de los gastos incurridos.  De lo que se concluye que falta la capacitación constante al personal para un  mejor uso de las existencias, así como otros gastos. Así como capacitación de  seguridad en el trabajo, entre otros.  Adecuados procedimientos y políticas de la empresa.  Figura 9: Procedimientos y políticas de la empresa.  En lo relacionado a si los procedimientos y políticas que actualmente tiene la  empresa son los adecuados, el 45 indica que algunas veces, el 45 indica  que casi nunca, el 10 indica que nunca.  De lo que se concluye que falta elaborar e implementar procedimientos y  políticas nuevas para la empresa, que permita mejorar el rendimiento de las  áreas críticas, como son Almacén, Centro de Costos, Ventas, entre otras.  Adecuado método de asignación de costos fijos.  Figura 10: El método de asignación de costos fijos.  En lo relacionado al método de asignación de costos fijos que actualmente  maneja la empresa, el 80 indica que algunas veces es el adecuado, el 15  indica que casi nunca es el adecuado, el 5 indica que nunca es el adecuado.  De lo que se concluye que falta un Plan de mejora de asignación de costos,  como son los costos directos e indirectos; lo que permitirá mejorar los precios  de los productos que ofrece la empresa, y que estos puedan competir en el  4.2.2. Variable Dependiente: Desarrollo Económico  Considera que existe metas en las unidades a producir  Figura 11: Planes de mejora de los productos brindados.  En lo relacionado con la existencia de planes de mejora de los productos que  actualmente brinda la empresa, el 50 indica que algunas veces, el 30 indica  que casi siempre, el 10 indica que siempre, el 5 indica que casi nunca, y el  De lo que se concluye que debería proponerse un Plan de mejora de la calidad  de nuestros productos que vayan de la mano con un nuevo Plan de marketing.  Esto permitiría relanzar nuestros productos.  Figura 12: Estrategias para la captación de nuevos clientes.  En lo relacionado a la existencia de estrategias para la captación de nuevos  clientes, el 45 indica que algunas veces ha habido, el 45 indica que casi  nunca ha habido, el 10 indica que nunca ha habido.  De lo que se concluye que debe implementarse un plan de marketing que  permita publicitar mejor nuestros productos a nuestros clientes fijos así como  Efectúan capacitaciones al personal para el proceso de producción  Figura 13: Las capacitaciones al personal de ventas.",443,se concluye que,5
122530524.txt,LIM,"El presente trabajo de investigación es importante porque permitirá mejorar el  desarrollo económico de la empresa controlando los costos de producción  evaluando la reducción de los mismos permitiendo que los productos que  oferta la empresa referente a las necesidades del mercado esté perdiendo su  participación en el mercado debido a que han salido nuevas marcas que  compiten en lo relacionado al precio y costo de producto, por lo que es  necesaria la implementación de nuevas acciones de manera permanente, para  estar alerta sobre la calidad del producto y precio, estableciendo políticas y  procedimientos dirigidos a la toma de decisiones en las diferentes áreas  administrativas, a las cuales están vinculadas las acciones de eficiencia,  eficacia, para el tratamiento de los costos de los productos que oferta la  1.5. ALCANCES Y LIMITACIONES EN LA INVESTIGACIÓN  Los objetivos y metas que se piensan alcanzar con el presente trabajo de  investigación están relacionados con la reducción en los costos de producción  de los productos que viene ofertando la empresa, de acuerdo a la necesidad del  El estudio pudo verse limitado en cuestiones de acceso a la información,  puesto que los costos de producción son datos de estrategia comercial y de  carácter privado en la entidad, y por tanto un poco difícil de acceder.  También asumir el riesgo de la falta de honestidad al momento de resolver el  cuestionario de los costos de producción por parte del personal, quizá por el  temor de que la información brindad por ello sea mal utilizada en otros fines  diferentes al aprendizaje a pesar que se les explica que los cuestionarios son de  Finalmente puede verse limitado en relación al tiempo, por ser quizá muy corto  el tiempo para poder recabar toda la información necesaria, para el desarrollo  Peña 2007, en su tesis para optar el grado de Maestría en Administración de  Empresas, Universidad del Valle, Facultad de Ciencias de la Administración,  titulada: Estudio para la reducción de los costos de producción mediante la  automatización de los finales de línea de la planta Dressing en la empresa  Unilever Andina Colombia Ltda., en la que concluye que se visualizan las  oportunidades que tiene la compañía en acrecentar la ventaja competitiva a  nivel de costos de la manera estática, reduciendo los costos de los factores de  producción a nivel de recursos humanos, recursos físicos y tecnología siempre  y cuando se combinen de una manera lógica y que vaya de acuerdo con la  actualidad o estrategia de la empresa, con estas consideraciones se obtuvo una  reducción en los costos de producción que puede apoyar a que la compañía  siga siendo competitiva en el área de manufactura aumentando el valor del  producto tangible mediante la reducción de los costos de producción en estas",450,"limitaciones, falta de",2
233604094.txt,METH,"FACULTAD DE DERECHO Y HUMANIDADES ESCUELA PROFESIONAL DE EDUCACIÓN INICIAL Taller Manitos activas para mejorar la motricidad fina en niños de 3 años, Los Olivos, 2023 TESIS PARA OBTENER EL TÍTULO PROFESIONAL DE: Licenciada en Educación InicialAUTORAS: Francia Pizarro, Elizabeth orcid.org0000-0002-9072-9852 Lopez Velasquez, Jarubi Xiomith orcid.org0000-0001-8699-3979ASESOR: Dr. Luza Castillo, Freddy Felipe orcid.org0000-0003-1491-0251 LÍNEA DE INVESTIGACIÓN: Atención Integral Del Infante, Niño Y Adolescente LÍNEA DE RESPONSABILIDAD SOCIAL UNIVERSITARIA: Apoyo a la reducción de brechas y carencias en la educación en todos sus niveles LIMA PERÚ 2023 ii DEDICATORIA Dedicamos este proyecto de investigación a las futuras docentes para que puedan informarse del tema. iii AGRADECIMIENTO Agradecer a la Universidad Cesar Vallejo por abrirnos las puertas para poder estudiar, a nuestros docentes de investigación por estar día a día con nosotras en la tesis y a nuestros padres por seguir confiando en nosotras. iv DECLARATORIA DE AUTENTICIDAD DEL ASESOR v DECLARATORIA DE ORIGINALIDAD DE LOS AUTORES vi ÍNDICE DE CONTENIDOS CARÁTULA ........................................................................................................... i DEDICATORIA ..................................................................................................... ii AGRADECIMIENTO ............................................................................................ iii DECLARATORIA DE AUTENTICIDAD DEL ASESOR ........................................ iv DECLARATORIA DE ORIGINALIDAD DE LOS AUTORES ................................. v ÍNDICE DE CONTENIDOS .................................................................................. vi ÍNDICE DE TABLAS........................................................................................... vii RESUMEN ......................................................................................................... Tipo y diseño de investigación .................................................................... 9 3.2. Variables y operacionalización ................................................................... 9 3.3. Población, muestra y muestreo ................................................................ 11 3.4. Técnicas e instrumentos de recolección de datos .................................... 12 3.5. Procedimientos ......................................................................................... 12 3.6. Método de análisis de datos ..................................................................... 13 3.7. Aspectos éticos ........................................................................................ 13 V. DISCUSIÓN ............................................................................................. 21 VI. CONCLUSIONES ..................................................................................... 25 VII. RECOMENDACIONES ............................................................................ 26 REFERENCIAS .................................................................................................. 27 ANEXOS ............................................................................................................ 31 IV. RESULTADOS .............................................................................................. 14vii ÍNDICE DE TABLAS Tabla 1 Nivel de mejora en la motricidad fina en niños de 3 años .......................... 14 Tabla 2 Estadísticas de muestras emparejadas ..................................................... 14 Tabla 3 Prueba de muestras emparejadas............................................................. 15 Tabla 4 Estadísticas de muestras emparejadas ..................................................... 15 Tabla 5 Prueba de muestras emparejadas............................................................. 17 Tabla 6 Estadísticas de muestras emparejadas ..................................................... 18 Tabla 7 Prueba de muestras emparejadas............................................................. 18 Tabla 8 Estadística de muestras emparejadas....................................................... 19 Tabla 9 Prueba de muestras emparejadas............................................................. 20 viii RESUMEN La presente investigación, titulada Taller Manitos activas para mejorar la motricidad fina en niños de 3 años, Los Olivos, 2023, tiene como objetivo principal determinar la influencia del taller Manitos activas en el desarrollo de la motricidad fina en niños de tres años. Este trabajo responde al Objetivo de Desarrollo Sostenible 4, que busca garantizar una educación inclusiva, equitativa y de calidad, promoviendo oportunidades de aprendizaje para toda la vida. La investigación, de enfoque cuantitativo y diseño preexperimental, incluyó una muestra de 80 niños de la I.E.I. 026 San Roque. Los resultados obtenidos evidenciaron que la aplicación del taller tuvo un impacto significativo en la mejora de la",450,"diseño de investigación, instrumentos de recolección, enfoque cuantitativo",3
138719986.txt,RES,"FACULTAD DE MEDICINAMáster en Rehabilitación VisualMEMORIA TRABAJO FIN DE MÁSTER TITULADORevisión bibliográfica: neurociencia y cognición espacialen personas con cegueraPresentado por:Isabel Cantalejo BocanegraTutelado por:Joaquín Herrera MedinaEn Valladolid julio de 2022Revisión bibliográfica: neurociencia y cognición espacial en personas con cegueraÍNDICE1. Listado de abreviaturas 32. Introducción 33. Hipótesis y Objetivos 34. Materiales y métodos 45. Discusión 55.1. Impacto de la privación visual en la competencia espacial 55.2. Privación sensorial, plasticidad cerebral y cognición espacial enpersonas con ceguera 95.3.Navegación y su relación neuronal 115.4.Percepción de los obstáculos en personas con ceguera 165.5 Dispositivos de sustitución sensorial 196. Conclusiones 227. Bibliografía 23Revisión bibliográfica: neurociencia y cognición espacial en personas con ceguera1.Listado de abreviaturas- CB: Ceguera congénita- EB: Ceguera temprana- HF: Hemisferio- LB: Ceguera tardía- PPA: Parahipocampal- RSC: Retroesplenial- SC: Videntes de un grupo control- SSD: Dispositivo de sustitución sensorial2.IntroducciónCuando aprendemos a desplazarnos y a navegar nos apoyamos de maneraprincipal en la información que nuestro cuerpo recibe del sistema visual paraprocesos como la adaptación y la antelación que necesita nuestra estructuracorporal. Las personas que nacen con ceguera no disponen de esta información porlo que su cuerpo se ve obligado a apoyarse en información proveniente de otrossistemas para progresar en las competencias espaciales. En esta revisiónbibliográfica intentaremos conocer cuáles son los métodos que siguen las personascon ceguera para la creación de mapas mentales, orientación, memorización de unaruta o la detección de obstáculos. Además veremos las diferencias neuronales quese producen en este ámbito entre personas videntes y personas con ceguera.3.Hipótesis y ObjetivosEl presente trabajo tiene como objetivo revisar la bibliografía en cuanto a laneurociencia y la cognición espacial de personas con ceguera. Se pretendeconocer:- Los ajustes que sufren las personas con ceguera en cuanto a privaciónsensorial, plasticidad cerebral y cognición espacial- La navegación y su relación neuronal- La percepción de obstáculos en las personas con ceguera.Estos conocimientos nos servirán de soporte para ayudar a desarrollarcompetencias espaciales a las personas con ceguera congénita o adquirida.Revisión bibliográfica: neurociencia y cognición espacial en personas con ceguera4.Materiales y métodosPara conseguir la bibliografía presente en esta revisión bibliográfica se haconsultado en las siguientes bases de datos: Pubmedhttps:pubmed.ncbi.nlm.nih.gov, Scopushttps:www.scopus.comhome.uri?zoneheaderoriginsourceinfo y Web ofSicence https:www.webofscience.comwoswosccbasic-search.Se realizó una búsqueda de los artículos en español e inglés, aunque enespañol no se obtuvieron resultados. Las palabras claves fueron spatial cognition,blindness y neuroscience. Pubmed fue la base de datos en la que encontramos lamayoría de los resultados y por lo tanto, el pilar fundamental de esta revisiónbibliográfica. Para que los resultados fueran actuales filtramos los documentos ysólo escogimos los de los últimos 10 años. Realizamos un primer cribado mediantela lectura de los títulos, desechando así los que tenían otra temática o se centrabanen otras disciplinas; posteriormente, se hizo una lectura crítica de los artículosseleccionados tras la que obtuvimos la selección",450,"resultados, se obtuvieron",4
84090431.txt,DISC,"...es indispensable perfeccionar la capacidad de identificar los problemas a partir de una  apropiada identificación de situaciones complejas, contando con el tiempo para pensar y  hallar buenas soluciones, ya que nunca es suficiente repetir rutinas preestablecidas. La tarea  debe crearse en cada momento porque cada situación es diferente de las anteriores y de las  A lo largo de los años, hemos percibido que la formación docente de los Alumnos Auxiliares  se realiza de manera intuitiva en el mismo espacio y tiempo de trabajo, sin que medie la  sistematización de conocimientos a partir de la lectura de materiales didácticos-pedagógicos.  Como la tarea que realizan los Alumnos Auxiliares implica una práctica docente, pensamos  que requerían de un proceso formativo específico que les permitiera recuperar los saberes  prácticos al tiempo que comenzar su formación docente de manera sistemática.  En tal sentido el curso se propuso iniciar al Alumno Auxiliar en concepciones básicas  vinculadas a dos grandes ejes: enseñanza y aprendizaje. Se partió del concepto de formación  como un trayecto, en continua construcción, orientado a conjugar el conocimiento y la  reflexión sobre la acción del docente en la enseñanza de un campo disciplinar.  El propósito de este curso fue brindar a los Alumnos Auxiliares herramientas teórico-prácticas  para analizar las experiencias pedagógicas en la universidad.  En este trabajo, presentamos la experiencia desarrollada durante 2011 y el análisis realizado a  partir de testimonios de los estudiantes auxiliares de docencia. La finalidad de esta  15 Anijovich, R; AAVV 2009 Transitar la Formación Pedagógica Paidós. Buenos  IV Congreso Nacional y III Congreso Internacional de Enseñanza de las Ciencias Agropecuarias 1339  presentación es someter a discusión la propuesta de formación docente implementada, con el  fin de impulsar la reflexión tendiente a superar los problemas detectados por los propios  Analizar la experiencia desarrollada a la luz de los testimonios de los estudiantes que  participaron en el Curso de formación docente para auxiliares -en cuanto a las expectativas, la  modalidad de trabajo, aprendizajes e interacciones- para rescatar el significado que adquirió la  capacitación para cada uno de ellos.  Propusimos un diseño que se encuadra en una metodología cualitativa cuya intención fue  construir un saber acerca del proceso de formación docente destinado a estudiantes auxiliares  Recurrimos a la entrevista semiestructurada como técnica fundamental para recabar  información de los estudiantes. Para su elaboración, seleccionamos ejes básicos como  estructurantes del diálogo que luego sirvieron de palabras clave para la interpretación:  expectativas iniciales, modalidad y consignas de trabajo, recursos y materiales utilizados. La  selección de este tipo de entrevista responde a las posibilidades que brinda de guiar el diálogo  al tiempo que permite la inclusión de cuestiones no previstas.  Para el análisis e interpretación recurrimos a los testimonios emitidos por los estudiantes,",447,"a la luz de, discusión",2
86285700.txt,LIM,"anomalías sensoriales ni sensación de pérdida de fuerza, pero si admite  tener ligeramente menor movilidad en la pierna afecta. La sintomatología  no sigue una variación diurna definida.  No hay alergias conocidas, no toma mediación, sufre obesidad y ambos  padres tienen problemas crónicos de rodilla. Como se ha indicado  anteriormente, la resonancia de rodilla del paciente presenta desgaste de  cartílago, por lo que es un agente de comorbilidad.  Ligero edema a nivel de la rodilla, y edema más importante en la región  inferior medial del muslo y en la pierna. Presenta ligero flexum de rodilla en  ambos miembros inferiores, pero más destacado en la pierna izquierda.  Ambas caderas están en rotación externa, más destacada en el miembro  inferior izquierdo; también tiene valgo de talón.  No aparecen signos de afección vascular y el aspecto de la piel es uniforme.  La valoración de la atrofia muscular a simple vista no es posible debido a la  Se realiza una centimetría en el muslo y en la pierna de ambos miembros  inferiores para objetivar la sensación visual de diferencia de tamaño de uno   Tabla 1. Centimetría inicial del muslo Figura 1. Inspección visual inicial,  No hay alteración de la marcha, pero si un ligero flexum de rodilla que  impide llegar a la extensión total de la  pie queda fijo en el suelo y hay una rotación externa de la pierna. Temperatura ligeramente cálida en la rodilla izquierda. La movilidad de la  rótula es reducida y refiere dolor en la cara interna al llevar y al presionar hacia dorsal aparece dolor en el hueco poplíteo. La cicatriz no es dolorosa, tiene un aspecto normalizado y no presenta  Para valorar el dolor se utiliza una escala visual analógica EVA. metría inicial de la pierna  articulación. Presenta dolor cuando el  Tabla 3. Valoración inicial del dolor  EVA PREVIO A LA INTERVENCIÓN 10  Se utiliza un formulario de la escala IKDC International Knee  Documentation Commite Subjective Knee Evaluation Form, que permite  conocer la limitación que el paciente sufre en el desempeño de las  actividades de la vida diaria y deportivas, y el grado de sintomatología.  - Evaluación subjetiva de la rodilla: 48,3100 puntos IKDC Anexo IV  Además, también se emplea el Cuestionario de Salud SF-36, instrumento  que correlaciona calidad de vida y salud. Anexo V  Tabla 4. Resultados del Cuestionario de Salud SF-36  Se hace la valoración primero activa y después pasiva de flexión y  extensión en ambas rodillas utilizando como herramienta de medición un  goniómetro de dos ramas. Anexo VI  Tabla 5. Balance articular inicial del miembro inferior derecho  Tabla 6. Balance articular inicial del miembro inferior izquierdo  Movimientos traslatorios del juego articular:  - Compresión: provoca el aumento de los síntomas  - Tracción: alivia ligeramente la sintomatología",449,"limitación, no es posible",2
86285700.txt,RES,"Figura 3. Inspección estática visual, vista anterior, posterior y late En los últimos años se han hecho diversas investigaciones acerca del  tratamiento de las lesiones meniscales, tanto de las formas conservadoras  de tratamiento como de las formas quirúrgicas.26  Muchos de estos estudios apoyan la idea de que es preferible el tratamiento  conservador con fisioterapia, sobre todo para pacientes de mediana edad  con desgarros meniscales degenerativos, ya que no hay diferencias  relevantes en los resultados al comparar con la cirugía.27,28  En el estudio de Muheim L. et al se respaldan el tratamiento fisioterápico, la  educación del paciente, el ejercicio y la pérdida de peso como primer  tratamiento en la enfermedad degenerativa de la rodilla.29  Aunque la relación coste-efectividad de la fisioterapia como tratamiento  alternativo a la cirugía no está demostrado, es igual de efectiva y menos  peligrosa que ésta.29 El procedimiento quirúrgico es muy eficaz, pero puede  complicarse por errores diagnóstico o errores técnicos.30  Según los resultados obtenidos por Kise N. et al la terapia de ejercicios bajo  supervisión mostró efectos mejores respecto a la cirugía, tanto en la fuerza  muscular como en la disminución de la sintomatología edema y amplitud  sters H, sters B y Torstensen T han demostrado que el grupo que  siguió un tratamiento conservador de ejercicios redujeron sus niveles de  ansiedad y depresión en comparación con el grupo sometido a cirugía.32  Los objetivos de la meniscectomía parcial son mejorar la función y disminuir  el dolor30, además puede contribuir a restablecer la tensión circunferencial  del menisco y minimizar el avance degenerativo de la rodilla.26  En este trabajo se refleja que tras someterse a la meniscectomía la  sintomatología del paciente disminuyó, pero no lo suficiente. Gracias a la  intervención con fisioterapia la mejora del paciente continuó hasta alcanzar  un estado bastante funcional, aunque todavía se deben aplicar más  sesiones de rehabilitación para un progreso más completo.  Durante la primera fase de tratamiento de este caso clínico el objetivo era  el alivio de la sintomatología, para ello se propuso la aplicación de  crioterapia cuya eficacia ha quedado demostrada, pues facilita el aumento  del rango de movimiento de la rodilla y disminuye el dolor y la  El drenaje a través del masaje y el uso de kinesiotape también forman parte  de esta primera fase: en el estudio de Bialoszewski D, Woniak W y Zarek  S se evidenció que ambas técnicas eran eficaces para la reducción del  edema, pero la del grupo de kinesiotape fue significativamente más  rápida.34,35 Además, en la investigación de Donec V y Kubilius L se afirma  que ambas técnicas ayudan a disminuir el dolor, más vigoroso en el caso  Aunque han sido probados los beneficios del kinesiotaping, es necesario  seguir haciendo estudios de mejor calidad metodológica.36",448,"se evidenció, resultados, mostró, los resultados obtenidos",4
109771598.txt,INTRO,"Introducción: El objetivo de esta investigación fue  determinar la asociación entre el patrón de sueño familiar  y su influencia en el hábito de sueño en estudiantes  sanos de la Universidad de Ciencias Aplicadas y  Ambientales U.D.C.A en Bogotá, D.C. Materiales  y Métodos: Se trató de un estudio con abordaje  cualitativo de tipo descriptivo etnográfico, basado en  la teoría de diversidad y universalidad del cuidado  propuesta por Madeleine Leininger, a través de una  entrevista semi-estructurada, que se aplicó hasta saturar  la información, previa obtención del consentimiento  informado por parte de cada uno de los participantes. Resultados y Discusión: Los resultados mostraron que  los estudiantes universitarios deben adaptarse al entorno  académico, modificando los hábitos de sueño aprendidos  y practicados en casa, identificando dentro de los  cambios más importantes: el ambiente con relación al  descanso y el cambio de los hábitos relacionados con el  trasnocho y el rendimiento académico. Conclusiones:  Al implementar la teoría propuesta por Leininger, se  puede establecer que existe una relación entre el hábito  del sueño de los estudiantes y las costumbres aprendidas  en casa debido a la influencia familiar que se genera en  el comienzo de la vida, demostrando su aplicabilidad en  esta investigación. Rev Cuid 2013; 41: 437-43. Palabras clave: Cultura, Familia, Sueño, Descanso. Fuente: DeCS BIREME. INFLUENCIA FAMILIAR EN EL HÁBITO DEL SUEÑO EN UNA MUESTRA DE ESTUDIANTES UNIVERSITARIOS SANOS EN BOGOTÁ, COLOMBIA - 20121 FAMILY INFLUENCE IN THE HABIT OF SLEEPING IN A SAMPLE OF HEALTHY STUDENTS IN BOGOTÁ, COLOMBIA - 2012 Gynna Alejandra Claros González2, Anggie Catherin Rodríguez Villalobos2, Diego A. Forero3, Andrés Camargo Sánchez4, Carmen Lucia Niño Cardozo5 1 Articulo Original. 2 Enfermera, Universidad de Ciencias Aplicadas y Ambientales. 3 Médico, Doctor en Ciencias Biomédicas, Director Laboratorio de Genética Neuro Psiquiátrica, Grupo de Investigación en  Ciencias Biomédicas, Facultad de Medicina, Universidad Antonio Nariño. 4 Enfermero, Magister en Enfermería con Énfasis en Cuidado al Paciente Crónico, Docente Facultad de Enfermería, Universidad  de Ciencias Aplicadas y Ambientales. 5 Enfermera, Magister en Bioética, Docente Facultad de Enfermería, Universidad de Ciencias Aplicadas y Ambientales. Autor de  Correspondencia: Carmen Lucia Niño Cardozo. E-mail: cninoudca.edu.co  Articulo recibido el 15 de Abril de 2013 y aceptado para su publicación el 04 de Julio de 2013. INTRODUCCIÓN Uno de los fenómenos biológicos de mayor interés  es el denominado sueñovigilia, y de este el sueño ha  acaparado la atención, ha causado curiosidad y desatado  infinidad de interpretaciones y estudios. Aunque el sueño  es un fenómeno evidente, conocido y se ha estudiado  INFLUENCIA FAMILIAR EN EL HÁBITO DEL SUEÑO EN UNA MUESTRA DE ESTUDIANTES UNIVERSITARIOS SANOS EN BOGOTÁ, COLOMBIA-2012 Gynna Alejandra Claros González, Anggie Catherin Rodríguez Villalobos, Diego A. Forero, Andrés Camargo Sánchez, Carmen Lucia Niño Cardozo",443,"introducción, el objetivo de esta",3
109771598.txt,METH,"de vida, relacionado en cómo la cultura influye en la  adquisición de estos, permite analizar, como dice Eva  Díaz aspectos como la calidad y cantidad de sueño, los  patrones de descanso y los hábitos de sueño, así como  la percepción subjetiva que tienen los individuos de  su sueño, que determinan en gran medida la salud y el  bienestar general de las personas 14. Esta investigación tuvo como objetivo, determinar  la asociación entre el patrón de sueño familiar y su  influencia en el hábito del sueño adquirido en estudiantes  universitarios sanos. Para su desarrollo se tuvieron en  cuenta diversos aspectos que permitieran el abordaje  de la temática, a saber: la descripción y justificación de  la situación a trabajar, una revisión bibliográfica para  el sustento teórico de la relación cultura  hábito del  sueño, un diseño metodológico con enfoque cualitativo   etnográfico basado en la teoría propuesta por Madeleine  Leininger, para describir la influencia familiar en el  hábito del sueño de los estudiantes. Se hizo necesario abarcar la cultura con el fin de  identificar y entender las prácticas utilizadas por los  individuos a la hora de dormir o conciliar el sueño,  identificando las diferentes actividades, creencias,  enseñanzas y condiciones adquiridas desde la infancia  y las posibles modificaciones dadas en el trascurso del  ciclo vital humano, aplicada a estudiantes universitarios. Los universitarios, son una población de interés para la  realización de estudios de bienestar y salud, identificando  diversas ventajas entre las cuales se destacan, son un  grupo poblacional accesible y homogéneo relativamente  sano y saludable 15. Desde esta perspectiva la investigación está enfocada a  desarrollar el aspecto cultural de la influencia familiar  en los hábitos del sueño, con el fin de responder: Tiene  alguna influencia la familia en el hábito del sueño de  estudiantes sanos de la U.D.C.A Bogotá, Colombia? MATERIALES Y MÉTODOS La investigación se abordó desde lo cualitativo, a través  de un estudio descriptivo de tipo etnográfico, que  permite describir y analizar ideas, creencias, significados  y conocimientos de comportamiento cultural, partiendo  desde una perspectiva sociocultural y permitiendo  el acercamiento con los individuos a través de la  comunicación. Se busca conocer dimensiones complejas  desde la perspectiva individual, teniendo en cuenta que  el resultado es la compilación de datos descriptivos,  donde son incluidas las propias palabras pronunciadas  o escritas de los individuos y las acciones observables. Cada uno de estos aspectos es básico para la recolección  de datos, ya que por medio del lenguaje se representa  la subjetividad y el mundo de los significados y los  símbolos 16. Teniendo en cuenta el tipo de estudio es importante  destacar qué los estudios etnográficos, hacen  descripciones detalladas de situaciones, eventos,  personas, interacciones y comportamientos que son  observables. Incorpora lo que los participantes dicen,",446,"materiales y métodos, enfoque cualitativo, diseño metodológico",3
108403212.txt,DISC,"objetivo de la responsabilidad para comprender sólo las deudas sociales generadas  tras la incoación del procedimiento de descalificación. Se trata, en todos los supuestos referidos, de un ejemplo más de responsabi- lidad-sanción, en línea con el primitivo artículo 262.5 LSA, que sanciona a los admi- nistradores de la cooperativa con su responsabilidad solidaria por todas las deudas  sociales. Bien sean anteriores o posteriores al hecho desencadenante de su respon- sabilidad, salvo en el antes citado caso de la Región de Murcia, puesto que ubi lex non  distinguet nec nos distinguere debemus. 2. La previsión de un régimen especial de responsabilidad de los administra- dores para el caso de no convocatoria de Asamblea General de disolución o  de no solicitud de disolución judicial así, el artículo 95.2, 4 y 5 de la Ley de  Cooperativas de la Comunidad Autónoma de Madrid, el artículo 92.5 de la  7 En la doctrina, Morillas Jarillo, M. J. y M. I. Feliú Rey, Curso de Cooperativas 2002, entienden  que conduce a la misma situación la interpretación integradora de los artículos 54.2 de la Ley  de Cooperativas de La Rioja y 51 de la Ley de Cooperativas de Castilla y León. Respecto de esta  última, la Sentencia de Sección 3a de la Audiencia Provincial de Valladolid de 28 de diciembre de  2010 Ponente: Iltmo. Sr. D. Miguel Ángel Sendino Arenas; Jur. 201168981, que entiende que  el citado precepto legal sólo remite a las acciones individual y social de responsabilidad. Cooperativismo  Desarrollo e-ISSN 2382-4220  Vol.27, n. 1  enero-junio 2019  Bogotá D.C., Colombia  6 Responsabilidad de los administradores de las sociedades cooperativas en situación de disolución forzosa Ley de Cooperativas de Castilla-La Mancha8, sustituido en la actualidad, en  el mismo sentido, por la nueva Ley de Cooperativas de Castilla-La Mancha  de 4 de noviembre de 2010, artículo 112.5; el artículo 97.4 de la Ley 82006,  de 16 de noviembre, de Sociedades Cooperativas de la Región de Murcia9  y el artículo 79.3 de la Ley 142011, de 23 de diciembre, de Sociedades  Cooperativas Andaluzas, desarrollado en el artículo 67 del Decreto 1232014,  de 2 de septiembre, por el que se aprueba el Reglamento de la Ley 142011,  de 23 de diciembre, de Sociedades Cooperativas Andaluzas10. 8 En aplicación específica de este precepto, en línea con los artículos 262.5 LSA y 105.5. LSRL,  vid. la Sentencia de la Sección 2a de la Audiencia Provincial de Ciudad Real de 9 de diciem- bre de 2008 Ponente: Iltma. Sra. Da. Carmen Pilar Catalán Martín de Bernardo; Id Cendoj:  13034370022008100464. 9 Aplicado en la práctica en las Sentencias de la Sección 4a de la Audiencia Provincial de Murcia",435,en línea con,2
